Food code,Main food description,Additional food description
58102020,"Taco, corn tortilla, beef, with beans, cheese",tostada; hard taco; steak; any 2 or more meats
58102030,"Taco, corn tortilla, pork, cheese","tostada; hard taco; carnita, chorizo or sausage"
58102040,"Taco, corn tortilla, pork, with beans, cheese","tostada; hard taco; carnita, chorizo or sausage"
58102050,"Taco, corn tortilla, chicken, cheese",tostada; hard taco; turkey
58102060,"Taco, corn tortilla, chicken, with beans, cheese",tostada; hard taco; turkey
58102070,"Taco, corn tortilla, with beans, cheese",tostada; hard taco; meat substitute
58102110,"Taco, flour tortilla, beef, cheese",soft taco; steak; any 2 or more meats
58102120,"Taco, flour tortilla, beef, with beans, cheese",soft taco; steak; any 2 or more meats
58102130,"Taco, flour tortilla, pork, cheese","soft taco; carnita, chorizo or sausage"
58102140,"Taco, flour tortilla, pork, with beans, cheese","soft taco; carnita, chorizo or sausage"
58102150,"Taco, flour tortilla, chicken, cheese",soft taco; turkey
58102160,"Taco, flour tortilla, chicken, with beans, cheese",soft taco; turkey
58102170,"Taco, flour tortilla, with beans, cheese",soft taco; meat substitute
58102210,"Taco, fish",tostada; shrimp
58102220,"Taco, meat, no cheese",tostada
58102230,"Taco, meat, with beans, no cheese",tostada
58102240,"Taco, with beans, no cheese",tostada; meat substitute
58102250,"Taco, cheese only",tostada
58102300,"Burrito, NFS",
58102310,"Burrito, beef, cheese",steak; any 2 or more meats
58102320,"Burrito, beef, with rice, cheese",steak; any 2 or more meats
58102330,"Burrito, beef, with beans, cheese",steak; any 2 or more meats
58102340,"Burrito, beef, with beans and rice, cheese",steak; any 2 or more meats
58102410,"Burrito, pork, cheese","carnita, chorizo or sausage"
58102420,"Burrito, pork, with rice, cheese","carnita, chorizo or sausage"
58102430,"Burrito, pork, with beans, cheese","carnita, chorizo or sausage"
58102440,"Burrito, pork, with beans and rice, cheese","carnita, chorizo or sausage"
58102510,"Burrito, chicken, cheese",turkey; fish or shrimp
58102520,"Burrito, chicken, with rice, cheese",turkey; fish or shrimp
58102530,"Burrito, chicken, with beans, cheese",turkey; fish or shrimp
58102540,"Burrito, chicken, with beans and rice, cheese",turkey; fish or shrimp
58102605,"Burrito, with beans, no cheese",meat substitute; rice
58102610,"Burrito, with beans, cheese",meat substitute
58102620,"Burrito, with beans and rice, cheese",meat substitute
58102630,"Burrito, meat, no cheese",
58102640,"Burrito, meat, with rice, no cheese",
58102650,"Burrito, meat, with beans, no cheese",
58102660,"Burrito, meat, with beans and rice, no cheese",
58102680,"Burrito, cheese only",
58102700,"Burrito bowl, NFS",
58102710,"Burrito bowl, beef or pork","steak; carnita, chorizo or sausage; cheese"
58102720,"Burrito bowl, beef or pork, with rice","steak; carnita, chorizo or sausage; cheese"
58102730,"Burrito bowl, beef or pork, with beans","steak; carnita, chorizo or sausage; cheese"
58102740,"Burrito bowl, beef or pork, with beans and rice","steak; carnita, chorizo or sausage; cheese"
58102750,"Burrito bowl, chicken",turkey; fish or shrimp; cheese
58102760,"Burrito bowl, chicken, with rice",turkey; fish or shrimp; cheese
58102770,"Burrito bowl, chicken, with beans",turkey; fish or shrimp; cheese
58102780,"Burrito bowl, chicken, with beans and rice",turkey; fish or shrimp; cheese
58102790,"Burrito bowl, with beans",meat substitute; rice; cheese
58102800,"Enchilada, NFS",
58102810,"Enchilada, beef",steak; beans; cheese
58102820,"Enchilada, pork","carnita, chorizo or sausage; beans; cheese"
58102830,"Enchilada, chicken",turkey; fish or shrimp; beans; cheese
58102840,"Enchilada, no meat",cheese
58103100,"Tamale, NFS",
58103120,"Tamale, beef",steak
58103125,"Tamale, pork","carnita, chorizo or sausage"
58103130,"Tamale, chicken",turkey; fish or shrimp
58103250,"Tamale, no meat",
58103310,Tamale casserole with meat,
58104105,"Nachos, NFS",
58104120,"Nachos, cheese only",
58104130,"Nachos, beef or pork","steak; carnita, chorizo or sausage; cheese"
58104135,"Nachos, beef or pork, with beans","steak; carnita, chorizo or sausage; cheese"
58104150,"Nachos, chicken",turkey; fish or shrimp; cheese
58104165,"Nachos, chicken, with beans",turkey; fish or shrimp; cheese
58104170,"Nachos, with beans",meat substitute; cheese
58104255,"Gordita, cheese only",chalupa; sopes
58104260,"Gordita, with beans",chalupa; sopes; cheese
58104290,"Gordita, meat","gordita, chalupa, sopes, NFS; cheese"
58104295,"Gordita, meat, with beans",chalupa; sopes; cheese
58104500,"Chimichanga, meat","chimichanga, NFS; steak; carnita, chorizo or sausage; cheese"
58104520,"Chimichanga, with beans",meat substitute; cheese
58104530,"Chimichanga, chicken",turkey; fish or shrimp; cheese
58104700,"Quesadilla, NFS",
58104710,"Quesadilla, cheese only",
58104730,"Quesadilla, beef or pork","steak; carnita, chorizo or sausage; cheese"
58104740,"Quesadilla, chicken",turkey; fish or shrimp; cheese
58104750,"Quesadilla, with vegetables",cheese
58104760,"Quesadilla, beef or pork, with vegetables","steak; carnita, chorizo or sausage; cheese"
58104770,"Quesadilla, chicken, with vegetables",turkey; fish or shrimp; cheese
58104780,"Quesadilla, egg",cheese
58104790,"Quesadilla, egg, with meat",cheese
58104800,"Taquito, cheese only",flauta
58104825,"Taquito, beef or pork","taquito or flauta, NFS; steak; carnita, chorizo or sausage; cheese"
58104835,"Taquito, chicken",flauta; turkey; fish or shrimp; cheese
58104900,"Taquito, egg",flauta; with meat; cheese
58104990,"Fajita, NFS",
58105000,"Fajita, chicken",turkey; cheese
58105050,"Fajita, beef or pork","steak; carnita, chorizo or sausage; cheese"
58105060,"Fajita, shrimp",fish; cheese
58105075,"Fajita, vegetable",cheese
58105100,"Pupusa, cheese only","pupusa or arepa, NFS"
58105105,"Pupusa, with beans",arepa; cheese
58105110,"Pupusa, meat",arepa; cheese
58105120,"Pupusa, meat, with beans",arepa; cheese
58106200,"Pizza, cheese, from frozen, thin crust","NS as to toppings; original, medium, flatbread, or NS as to type of crust; homemade or ready-to-bake pizza"
58106205,"Pizza, cheese, from frozen, thick crust","pan pizza; NS as to toppings; homemade or ready-to-bake pizza; pizza on bagel, English muffin, or French bread; bagel bites"
58106210,"Pizza, cheese, from restaurant or fast food, NS as to type of crust","pizza, NS as to source, topping and crust"
58106220,"Pizza, cheese, from restaurant or fast food, thin crust",NS as to toppings; flatbread pizza; from street vendor
58106225,"Pizza, cheese, from restaurant or fast food, medium crust",NS as to toppings; original or hand-tossed pizza; from street vendor
58106230,"Pizza, cheese, from restaurant or fast food, thick crust","pan pizza; NS as to topping; from street vendor; pizza on bagel, English muffin, or French bread"
58106233,"Pizza, cheese, stuffed crust",with tomatoes; cheese stuffed crust
58106234,"Pizza, cheese, from school lunch, medium crust",NS as to toppings; original  or NS as to type of crust
58106235,"Pizza, cheese, from school lunch, thin crust",NS as to toppings; flatbread crust
58106236,"Pizza, cheese, from school lunch, thick crust","pan pizza; NS as to toppings; pizza on bagel, English muffin, or French bread"
58106250,"Pizza, extra cheese, thin crust","original, hand-tossed, medium, flatbread, or NS as to type of crust"
58106260,"Pizza, extra cheese, thick crust","pan pizza; pizza on bagel, English muffin, or French bread"
58106300,"Pizza, cheese, with vegetables, from frozen, thin crust","original, medium, flatbread, or NS as to type of crust; homemade or ready-to-bake pizza"
58106305,"Pizza, cheese with vegetables, from frozen, thick crust","pan pizza; homemade or ready to bake pizza; pizza on a bagel, English muffin, or French bread"
58106320,"Pizza, cheese, with vegetables, from restaurant or fast food, thin crust",with one or two vegetable toppings; flatbread crust; from street vendor
58106325,"Pizza, cheese, with vegetables, from restaurant or fast food, medium crust","with one or two vegetable toppings; original, hand-tossed, or NS as to type of crust; from street vendor"
58106330,"Pizza, cheese, with vegetables, from restaurant or fast food, thick crust","pan pizza; with one or two vegetable toppings; from street vendor; pizza on a bagel, English muffin, or French bread"
58106345,"Pizza with cheese and extra vegetables, thin crust",with three or more vegetable toppings; flatbread crust
58106347,"Pizza with cheese and extra vegetables, medium crust","with three or more vegetable toppings; original, hand-tossed, or NS as to type of crust"
58106350,"Pizza with cheese and extra vegetables, thick crust","with three or more vegetable toppings; pan pizza; pizza on a bagel, English muffin, or French bread"
58106358,"Pizza, cheese, with fruit, thin crust",all fruits including pineapple; flatbread crust
58106359,"Pizza, cheese, with fruit, medium crust","all fruits including pineapple; original, hand-tossed or  NS as to type of crust"
58106360,"Pizza, cheese, with fruit, thick crust","pan pizza; all fruits including pineapple; pizza on a bagel, English muffin, or French bread"
58106512,"Pizza with pepperoni, from frozen, thin crust",flatbread crust; homemade or ready to bake pizza
58106514,"Pizza with pepperoni, from frozen, medium crust",original or NS as to type of crust; homemade or ready to bake pizza
58106516,"Pizza with pepperoni, from frozen, thick crust","pan pizza; homemade or ready to bake pizza; pizza on bagel, English muffin, or French bread; bagel bites"
58106540,"Pizza with pepperoni, from restaurant or fast food, NS as to type of crust",from street vendor
58106550,"Pizza with pepperoni, from restaurant or fast food, thin crust",flatbread crust; from street vendor
58106555,"Pizza with pepperoni, from restaurant or fast food,  medium crust","original, hand-tossed, or NS as to type of crust; from street vendor"
58106560,"Pizza with pepperoni, from restaurant or fast food, thick crust","pan pizza; from street vendor; pizza on a bagel, English muffin, or French bread"
58106565,"Pizza with pepperoni, stuffed crust",cheese stuffed crust
58106570,"Pizza with pepperoni, from school lunch, thin crust",flatbread crust
58106578,"Pizza, with pepperoni, from school lunch, medium crust",original or NS as to type of crust
58106580,"Pizza with pepperoni, from school lunch, thick crust","pan pizza; pizza on bagel, English muffin, or French bread"
58106602,"Pizza with meat other than pepperoni, from frozen, thin crust","all meat, poultry, and seafood toppings excluding pepperoni; with one or two meat toppings; flatbread crust; homemade or ready to bake pizza"
58106604,"Pizza with meat other than pepperoni, from frozen, medium crust","all meat, poultry, and seafood toppings excluding pepperoni; with one or two meat toppings; original or NS as to type of crust; homemade or ready to bake pizza"
58106606,"Pizza with meat other than pepperoni, from frozen, thick crust","all meat, poultry, and seafood toppings excluding pepperoni; with one or two meat toppings; pan pizza; homemade or ready to bake pizza; pizza on bagel, English muffin, or French bread; bagel bites"
58106610,"Pizza with meat other than pepperoni, from restaurant or fast food, NS as to type of crust","with one or two meat toppings; all meat, poultry, and seafood toppings excluding pepperoni; from street vendor"
58106620,"Pizza with meat other than pepperoni, from restaurant or fast food, thin crust","with one or two meat toppings; all meat, poultry, and seafood toppings excluding pepperoni; flatbread crust; from street vendor"
58106625,"Pizza with meat other than pepperoni, from restaurant or fast food, medium crust","with one or two meat toppings; all meat, poultry, and seafood toppings excluding pepperoni; original or hand-tossed crust; from street vendor"
58106630,"Pizza with meat other than pepperoni, from restaurant or fast food, thick crust","pan pizza; with one or two meat toppings; all meat, poultry, and seafood toppings excluding pepperoni; from street vendor; pizza on bagel, English muffin, or French bread"
58106633,"Pizza, with meat other than pepperoni, stuffed crust","cheese stuffed crust; all meat, poultry, and seafood toppings excluding pepperoni; with one or two meat toppings"
58106634,"Pizza, with meat other than pepperoni, from school lunch, medium crust","all meat, poultry, and seafood toppings excluding pepperoni; with one or two meat toppings; original or NS as to type of crust"
58106635,"Pizza, with meat other than pepperoni, from school lunch, thin crust","all meat, poultry, and seafood toppings excluding pepperoni; with one or two meat toppings; flatbread crust"
58106636,"Pizza, with meat other than pepperoni, from school lunch, thick crust","pan pizza; all meat, poultry, and seafood toppings excluding pepperoni; with one or two meat toppings; pizza on bagel, English muffin, or French bread"
58106650,"Pizza with extra meat, thin crust","with three or more meat toppings; all meat, poultry, and seafood toppings including pepperoni; flatbread crust"
58106655,"Pizza with extra meat, medium crust","with three or more meat toppings; all meat, poultry, and seafood toppings including pepperoni; original, hand-tossed, or NS as to type of crust"
58106660,"Pizza with extra meat, thick crust","with three or more meat toppings; pan pizza; all meat, poultry, and seafood toppings including pepperoni; pizza on bagel, English muffin, or French bread"
58106700,"Pizza with meat and vegetables, from frozen, thin crust","supreme pizza; all meat, poultry, and seafood toppings including pepperoni; with one, two, or three meat and vegetable toppings; flatbread crust; homemade or ready-to-bake pizza"
58106702,"Pizza with meat and vegetables, from frozen, medium crust","supreme pizza; all meat, poultry, and seafood toppings including pepperoni; with one, two, or three meat and vegetable toppings; original crust; homemade or ready-to-bake pizza"
58106705,"Pizza with meat and vegetables, from frozen, thick crust","pan pizza; supreme pizza; all meat, poultry, and seafood toppings including pepperoni; with one, two, or three meat and vegetable toppings; homemade or ready-to-bake pizza; pizza on bagel, English muffin, or French bread"
58106720,"Pizza with meat and vegetables, from restaurant or fast food, thin crust","with one, two, or three meat  and vegetable toppings; all meat, poultry, and seafood toppings including pepperoni; flatbread crust; from street vendor"
58106725,"Pizza with meat and vegetables, from restaurant or fast food, medium crust","with one, two, or three meat and vegetable toppings; all meat, poultry, and seafood toppings including pepperoni; original, hand-tossed, or NS as to type of crust; from street vendor"
58106730,"Pizza with meat and vegetables, from restaurant or fast food, thick crust","pan pizza; with one, two, or three meat and vegetable toppings; all meat, poultry, and seafood toppings including pepperoni; from street vendor; pizza on bagel, English muffin, or French bread"
58106736,"Pizza with extra meat and extra vegetables, thin crust","with two or more meat toppings and two or more vegetable toppings; supreme pizza; all meat, poultry, and seafood toppings including pepperoni; flatbread crust"
58106737,"Pizza with extra meat and extra vegetables, thick crust","with two or more meat toppings and two or more vegetable toppings; pan pizza; supreme pizza; all meat, poultry, and seafood toppings including pepperoni; pizza on bagel, English muffin, or French bread"
58106738,"Pizza with extra meat and extra vegetables, medium crust","with two or more meat and two or more vegetable toppings; supreme pizza; all meat, poultry, and seafood toppings including pepperoni; original, hand-tossed, or NS as to type of crust"
58106750,"Pizza with meat and fruit, thin crust","all meat, poultry, and seafood toppings including pepperoni; all fruits including pineapple; flatbread crust"
